PLAYER_NAME;POSICIÓN;YEAR;AGE;GP;W;L;W_PCT;MIN;FGM;FGA;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;PLUS_MINUS;DD2;TD3;DEF_RATING;DREB_PCT;PCT_DREB;PCT_STL;PCT_BLK;OPP_PTS_OFF_TOV;OPP_PTS_2ND_CHANCE;OPP_PTS_FB;OPP_PTS_PAINT;DEF_WS
Trevor Ariza;SF;2022;36;24;8;16;0,333;19,3;1,4;4,1;0,333;0,8;3,1;0,27;0,4;0,8;0,556;0,4;3;3,4;1,1;0,5;0,5;0,3;0,1;0,8;0,8;4;-2,3;0;0;112,2;0,151;0,222;0,2;0,102;6,8;5;7,1;21,3;0,045
Trey Burke;PG;2022;29;42;24;18;0,571;10,5;2;5,1;0,391;0,6;2;0,317;0,5;0,5;0,87;0,1;0,7;0,8;1,4;0,6;0,3;0;0,1;0,9;0,7;5,1;-0,2;0;0;104,2;0,064;0,093;0,176;0;3,9;2,6;2,6;9,8;0,051
Trey Lyles;PF;2022;26;75;19;56;0,253;20,5;3,5;7,5;0,466;0,9;2,8;0,321;2,6;3,2;0,802;1,2;3,9;5,1;1,2;1;0,4;0,4;0,5;1,6;2,6;10,5;-3;3;0;113,6;0,189;0,285;0,13;0,232;6,8;5,5;4,9;21,2;0,04
Trey Murphy III;PF;2022;21;62;31;31;0,5;13,9;1,8;4,5;0,394;1,1;3;0,382;0,7;0,8;0,882;0,8;1,6;2,4;0,6;0,3;0,4;0,1;0,2;1;0,7;5,4;0;0;0;107,8;0,122;0,172;0,159;0,106;4,9;3,5;3,7;12,8;0,052
Tristan Thompson;PF;2022;31;57;20;37;0,351;15,7;2,5;4,7;0,528;0;0,1;0,333;1,1;2;0,526;2,1;2,9;5,1;0,6;0,8;0,4;0,4;0,5;1,7;2;6;-1,1;1;0;115,7;0,196;0,282;0,168;0,313;5,3;4,3;4,1;17,5;0,021
Troy Brown Jr.;SF;2022;22;66;37;29;0,561;16;1,6;3,9;0,419;0,7;2;0,353;0,3;0,4;0,769;0,6;2,5;3,1;1;0,4;0,5;0,1;0,4;0,9;0,4;4,3;-0,7;1;0;111,7;0,154;0,215;0,248;0,06;5,6;4;4,5;17;0,041
Ty Jerome;SG;2022;24;48;15;33;0,313;16,7;2,6;6,8;0,378;1,1;3,9;0,29;0,8;1;0,809;0,4;1,2;1,6;2,3;0,8;0,6;0,1;0,4;1,5;1,1;7,1;-0,1;0;0;100,4;0,072;0,106;0,227;0,065;5,5;3,9;3,4;15,2;0,096
Tyler Cook;SF;2022;24;20;13;7;0,65;10;1,2;1,9;0,605;0;0;0;1,1;1,6;0,656;0,8;1,9;2,7;0,2;0,4;0,2;0,2;0,3;1,4;1,6;3,4;-1,4;0;0;114,6;0,2;0,296;0,174;0,2;3;3,1;3,6;12,6;0,017
Tyler Herro;SG;2022;22;66;44;22;0,667;32,6;7,6;17;0,447;2,7;6,7;0,399;2,9;3,3;0,868;0,5;4,5;5;4;2,6;0,7;0,1;1,1;1,4;2,7;20,7;3,6;3;0;108,1;0,133;0,199;0,134;0,049;11,7;9,8;8;29,3;0,118
Tyler Johnson;SG;2022;30;6;2;4;0,333;15,2;1;3,3;0,3;0,8;2,2;0,385;0;0;0;0,5;1,5;2;1,2;0,3;0,5;0,5;0,2;1,2;1;2,8;-1;0;0;113,8;0,1;0,158;0,188;0,188;3,8;6,2;4,3;15;0,03
Tyrese Haliburton;PG;2022;22;77;26;51;0,338;35;5,6;11,8;0,473;2,1;5,1;0,414;2,1;2,5;0,842;0,8;3,2;4;8,2;2,6;1,7;0,6;0,5;1,6;2,2;15,3;-4,2;25;0;115,9;0,093;0,141;0,31;0,168;13,4;10,9;10,3;40;0,045
Tyrese Maxey;SG;2022;21;75;45;30;0,6;35,3;6,4;13,3;0,485;1,8;4,1;0,427;2,8;3,3;0,866;0,3;2,9;3,2;4,3;1,2;0,7;0,4;0,7;2,1;2,4;17,5;2,6;1;0;109,7;0,08;0,115;0,134;0,116;10,2;9,6;11,3;35,9;0,109
Tyrone Wallace;SG;2022;27;6;4;2;0,667;12,5;1,2;3,3;0,35;0,3;1,3;0,25;0,2;0,8;0,2;0;1,3;1,3;0,2;0,3;0,5;0,2;0,2;1,2;0,8;2,8;-3;0;0;121,4;0,133;0,2;0,2;0,2;4,8;3,2;2,5;15,3;-0,004
Tyus Jones;PG;2022;26;73;51;22;0,699;21,2;3,4;7,6;0,451;1,1;2,8;0,39;0,7;0,9;0,818;0,2;2,2;2,4;4,4;0,6;0,9;0;0,2;0,4;1;8,7;3,5;2;0;105,5;0,097;0,143;0,202;0,009;6;6,3;5,3;20,6;0,092
Udoka Azubuike;C;2022;22;17;11;6;0,647;11,5;2,2;2,9;0,755;0;0;0;0,4;0,6;0,545;1,1;3,1;4,2;0;0,7;0,1;0,6;0,1;1,5;0,6;4,7;0,2;1;0;105,8;0,233;0,338;0,045;0,5;3,2;3,9;2,8;9,2;0,05
Udonis Haslem;C;2022;41;13;10;3;0,769;6,4;1,1;2,4;0,452;0,1;0,3;0,25;0,2;0,2;1;0,3;1,6;1,9;0,3;0,4;0,1;0,1;0,2;1,2;0,5;2,5;-1,2;0;0;102,3;0,239;0,333;0,111;0,167;1,5;1,2;1,9;4,3;0,036
Usman Garuba;C;2022;20;24;2;22;0,083;10;0,8;1,8;0,432;0,2;0,8;0,25;0,2;0,3;0,714;0,9;2,6;3,5;0,7;0,3;0,4;0,5;0,3;1,2;0,3;2;1,4;0;0;111,5;0,263;0,38;0,204;0,355;3,4;2,8;2,3;10,8;0,026
Vernon Carey Jr.;C;2022;21;7;3;4;0,429;6,3;1;1,9;0,538;0;0;0;0,9;1,9;0,462;1,1;0,6;1,7;0;0,4;0,3;0,1;0;0,6;1,1;2,9;-6,3;0;0;132,3;0,093;0,133;0,4;0,333;2,7;3,1;3,1;6,9;-0,024
Victor Oladipo;SG;2022;30;8;4;4;0,5;21,6;4,4;9,1;0,479;1,9;4,5;0,417;1,8;2,4;0,737;0,4;2,5;2,9;3,5;2;0,6;0,1;0,4;1,6;2,1;12,4;-0,6;1;0;104,7;0,11;0,167;0,2;0,053;8,3;5,4;4,4;19,3;0,101
Vit Krejci;C;2022;21;30;8;22;0,267;23;2,3;5,6;0,407;1,1;3,3;0,327;0,6;0,7;0,864;0,6;2,8;3,4;1,9;1;0,6;0,3;0,3;2,2;0,7;6,2;-6;1;0;116,1;0,121;0,174;0,176;0,151;8,3;7,2;5,2;24;0,029
Vlatko Cancar;C;2022;25;15;7;8;0,467;11,8;1,5;2,7;0,561;0,5;0,8;0,583;0,6;0,9;0,643;0,5;1,5;2,1;1,1;0,6;0,1;0,2;0,2;1,2;1,1;4,1;0,3;0;0;104,1;0,133;0,187;0,057;0,214;3,4;2,5;2,7;10,9;0,059
Wayne Ellington;SG;2022;34;43;15;28;0,349;18,8;2,3;5,5;0,414;1,9;4,9;0,389;0,2;0,3;0,818;0,2;1,6;1,8;0,7;0,4;0,5;0,1;0,1;1;0,4;6,7;-1,4;0;0;111,3;0,078;0,12;0,181;0,059;6,5;5,3;5,8;19,7;0,049
Wendell Carter Jr.;C;2022;23;62;16;46;0,258;29,9;5,8;11;0,525;1,1;3,5;0,327;2,3;3,3;0,691;2,2;8,2;10,5;2,8;1,9;0,6;0,7;0,6;2,7;3;15;-2,2;33;0;108,8;0,26;0,365;0,134;0,259;10,1;8;6,8;26,2;0,101
Wenyen Gabriel;PF;2022;25;26;8;18;0,308;13,8;2,1;4,2;0,491;0,3;1,1;0,286;1;1,6;0,595;1,5;2,2;3,7;0,5;0,6;0,2;0,4;0,6;2,6;1,3;5,4;1,7;1;0;111,4;0,151;0,231;0,111;0,393;4,4;3,8;3,3;14,4;0,036
Wesley Matthews;SG;2022;35;49;33;16;0,673;20,5;1,8;4,5;0,395;1,1;3,2;0,338;0,4;0,6;0,786;0,6;1,3;1,9;0,7;0,4;0,5;0,2;0,2;1,8;1,1;5,1;2,8;0;0;107,7;0,056;0,079;0,155;0,096;5,9;5,6;4,4;18,4;0,077
Will Barton;SF;2022;31;71;41;30;0,577;32,1;5,5;12,6;0,438;2,2;6,1;0,365;1,4;1,8;0,803;0,6;4,2;4,8;3,9;1,8;0,8;0,4;0,7;1,6;1,8;14,7;1,4;1;0;110,4;0,128;0,179;0,17;0,17;11,3;7,5;8,8;34,7;0,093
Willie Cauley-Stein;C;2022;28;20;12;8;0,6;9,1;0,8;1,8;0,457;0,1;0,1;0,5;0,1;0,1;0,5;0,7;1,4;2;0,5;0,4;0,3;0,2;0,3;1;0,2;1,7;1,2;0;0;98,2;0,144;0,2;0,167;0,3;2,3;2,7;2,2;9,5;0,063
Willy Hernangomez;C;2022;27;50;22;28;0,44;16,8;3,4;6,5;0,52;0,1;0,2;0,333;2,2;2,8;0,773;2,9;3,9;6,8;1,3;1;0,4;0,4;0,5;1,9;2,1;9,1;-0,9;9;0;114,2;0,24;0,344;0,129;0,322;6,1;4,4;4,6;17,5;0,031
Xavier Moon;C;2022;27;10;7;3;0,7;13,7;2,5;5,1;0,49;0,5;1,4;0,357;0,3;0,5;0,6;0,2;1,2;1,4;2,4;0,6;0,7;0,3;0,3;0,9;0,5;5,8;0,2;0;0;111,5;0,072;0,118;0,318;0,214;5,3;6,6;2,9;16;0,037
Xavier Sneed;C;2022;24;9;7;2;0,778;4,3;0,2;1,1;0,2;0,1;0,9;0,125;0;0;0;0,2;0,4;0,7;0,1;0;0;0;0;0,2;0;0,6;-0,7;0;0;97,6;0,111;0,148;0;0;1,2;0,7;0,6;4,9;0,03
Xavier Tillman;C;2022;23;53;35;18;0,66;13,2;1,8;4,1;0,454;0,2;0,9;0,204;0,9;1,3;0,648;1,2;1,8;3;1,2;0,6;0,9;0,3;0,3;1,2;1;4,8;-0,5;0;0;106,4;0,138;0,205;0,271;0,181;4;3,1;3,8;12,3;0,054
Yuta Watanabe;SF;2022;27;38;21;17;0,553;11,7;1,5;3,6;0,406;0,7;2,1;0,342;0,6;1,1;0,6;0,5;1,9;2,4;0,6;0,5;0,3;0,4;0,2;1;0,9;4,3;-1,4;2;0;109,6;0,158;0,251;0,136;0,296;3,9;4,5;2,9;11,3;0,039
Yves Pons;SF;2022;23;12;9;3;0,75;5,9;0,4;1,3;0,313;0,3;0,8;0,333;0;0,2;0;0,4;0,6;1;0,1;0,1;0,1;0,3;0,1;0,5;0,3;1,1;-2,5;0;0;106,5;0,082;0,14;0,091;0,444;2,5;2,5;1,8;6,5;0,024
Zach Collins;SF;2022;24;28;14;14;0,5;17,9;2,7;5,5;0,49;0,5;1,5;0,341;1,9;2,3;0,8;1,6;3,8;5,5;2,2;1,6;0,5;0,8;0,6;2,4;2;7,8;1,4;1;0;107,8;0,197;0,284;0,155;0,489;6,7;5,4;5,1;18,6;0,068
Zach LaVine;SG;2022;27;67;37;30;0,552;34,7;8,4;17,7;0,476;2,8;7,1;0,389;4,8;5,6;0,853;0,3;4,3;4,6;4,5;2,6;0,6;0,3;0,9;1,8;4;24,4;-0,4;0;0;113,4;0,121;0,174;0,119;0,122;11,2;9,4;8,6;34,7;0,07
Zeke Nnaji;PF;2022;21;41;24;17;0,585;17;2,3;4,5;0,516;0,9;2;0,463;1;1,6;0,631;1,4;2,2;3,6;0,4;0,6;0,4;0,3;0,5;1,9;1,3;6,6;-1,1;0;0;110,4;0,141;0,198;0,134;0,255;5,9;3,8;4,3;16,7;0,05
Ziaire Williams;PF;2022;20;62;41;21;0,661;21,7;3,1;6,8;0,45;1,2;3,9;0,314;0,7;0,9;0,782;0,4;1,7;2,1;1;0,7;0,6;0,2;0,3;1,8;0,8;8,1;2;0;0;108,8;0,071;0,101;0,144;0,064;6,7;6;6,3;23,6;0,075
Aaron Brooks;PG;2017;32;65;36;29;0,554;13,7;1,9;4,6;0,403;0,7;2;0,375;0,5;0,6;0,8;0,3;0,8;1,1;1,9;1;0,4;0,1;0,2;1,4;0,8;5;-0,5;0;0;103,4;0,056;0,083;0,194;0,11;4,3;3,2;3,2;10,4;0,055
Aaron Gordon;SF;2017;21;80;29;51;0,363;28,7;4,9;10,8;0,454;1;3,3;0,288;2;2,7;0,719;1,5;3,6;5,1;1,9;1,1;0,8;0,5;0,6;2,2;2,1;12,7;-2;7;0;110,4;0,124;0,182;0,185;0,174;9,5;7,9;8;29;0,056
Adreian Payne;PF;2017;26;18;5;13;0,278;7,5;1,3;3;0,426;0,2;0,8;0,2;0,8;1,1;0,737;0,5;1,3;1,8;0,4;0,4;0,4;0,4;0,1;1,8;0,7;3,5;0,4;0;0;98,6;0,179;0,279;0,32;0,438;2,6;2,4;1,7;6,4;0,043
AJ Hammons;PF;2017;24;22;4;18;0,182;7,4;0,8;1,9;0,405;0,2;0,5;0,5;0,4;0,9;0,45;0,4;1,3;1,6;0,2;0,5;0;0,6;0,2;1;0,6;2,2;-0,2;0;0;101,5;0,172;0,267;0,05;0,448;2,7;2;2,1;6,6;0,036
Al Horford;C;2017;31;68;46;22;0,676;32,3;5,6;11,8;0,473;1,3;3,6;0,355;1,6;2;0,8;1,4;5,4;6,8;5;1,7;0,8;1,3;0,4;2;1,8;14;3,2;8;0;107,2;0,162;0,244;0,152;0,441;10,1;9,4;8,3;29,1;0,093
Al Jefferson;C;2017;32;66;33;33;0,5;14,1;3,6;7,1;0,499;0;0;0;1;1,3;0,765;1,1;3,1;4,2;0,9;0,5;0,3;0,2;0,5;1,9;1,1;8,1;-1,5;1;0;107,6;0,225;0,324;0,148;0,246;4;3;3,8;11,1;0,039
Alan Anderson;SF;2017;34;30;20;10;0,667;10,3;1;2,7;0,375;0,5;1,5;0,318;0,4;0,5;0,75;0,1;0,7;0,8;0,4;0,2;0,1;0;0;1,2;0,6;2,9;-2,6;0;0;112,2;0,067;0,102;0,075;0;2,8;3;3,5;9,9;0,014
Alan Williams;C;2017;24;47;11;36;0,234;15,1;2,9;5,7;0,517;0;0;0;1,5;2,4;0,625;2;4,2;6,2;0,5;0,8;0,6;0,7;0,4;2,7;2,1;7,4;0;15;0;105,1;0,255;0,387;0,223;0,39;5,1;4,7;4,3;13,3;0,054
Alec Burks;SG;2017;25;42;26;16;0,619;15,5;2,4;5,9;0,399;0,6;1,8;0,329;1,4;1,9;0,769;0,4;2,5;2,9;0,7;0,8;0,4;0,1;0,5;1,2;1,4;6,7;0;0;0;104,9;0,158;0,227;0,194;0,082;4,9;3,3;3,9;14,5;0,058
Alex Abrines;SG;2017;23;68;37;31;0,544;15,5;2;5;0,393;1,4;3,6;0,381;0,6;0,7;0,898;0,3;1;1,3;0,6;0,5;0,5;0,1;0,1;1,7;0,8;6;0;0;0;107,8;0,066;0,094;0,227;0,075;5,4;4,1;3,4;15,7;0,043
Alex Len;C;2017;24;77;21;56;0,273;20,3;3;6;0,497;0;0,2;0,25;1,9;2,7;0,721;2;4,6;6,6;0,6;1,3;0,5;1,3;0,6;3,1;2;8;-5,2;11;0;111,9;0,222;0,329;0,153;0,519;8,2;5,6;6,8;18,6;0,03
Alex Poythress;PF;2017;23;6;0;6;0;26,1;4,2;9;0,463;1;3,2;0,316;1,3;1,7;0,8;1,8;3;4,8;0,8;0,5;0,5;0,3;0,7;2,3;1,3;10,7;-6;0;0;115,9;0,122;0,194;0,13;0,222;12,8;8,3;8,2;28,7;0,008
Alexis Ajinca;PF;2017;29;39;15;24;0,385;15;2,3;4,6;0,5;0;0,1;0;0,7;1;0,725;1,2;3,4;4,5;0,3;0,8;0,5;0,6;0,3;2;1,2;5,3;-1,5;1;0;105,3;0,2;0,303;0,217;0,373;5;4,7;3,8;13,8;0,053
Al-Farouq Aminu;PF;2017;26;61;33;28;0,541;29,1;3;7,6;0,393;1,1;3,5;0,33;1,6;2,2;0,706;1,3;6,1;7,4;1,6;1,5;1;0,7;0,4;1,7;1,9;8,7;0,4;4;0;107,1;0,204;0,299;0,239;0,228;9;7,4;7,3;25,2;0,085
Allen Crabbe;SG;2017;25;79;39;40;0,494;28,5;3,8;8,2;0,468;1,7;3,8;0,444;1,3;1,6;0,847;0,2;2,6;2,9;1,2;0,8;0,7;0,3;0,2;2,2;1,2;10,7;-1,5;0;0;109,7;0,091;0,134;0,173;0,092;9,7;7,2;8;26,2;0,062
Alonzo Gee;SF;2017;30;13;4;9;0,308;6,9;0,2;1,1;0,214;0;0,2;0;0,4;0,7;0,556;0,3;0,8;1,2;0,5;0,3;0,4;0,1;0,2;1,1;0,5;0,8;-1,4;0;0;103,3;0,11;0,169;0,385;0,083;2,6;1,9;2;6,2;0,032
Amir Johnson;PF;2017;30;80;51;29;0,638;20,1;2,7;4,6;0,576;0,3;0,8;0,409;0,8;1,3;0,67;1,5;3,1;4,6;1,8;1;0,6;0,8;0,4;2,6;1,4;6,5;2,6;0;0;104,6;0,15;0,222;0,194;0,408;5,7;5,8;5,3;17,7;0,074
Anderson Varejao;PF;2017;34;14;12;2;0,857;6,6;0,4;1;0,357;0;0;0;0,6;0,8;0,727;0,9;1,1;1,9;0,7;0,6;0,2;0,2;0;1,1;0,7;1,3;-2,1;0;0;114,6;0,165;0,234;0,231;0,333;3,4;2,1;2,2;6,3;0,004
Andre Drummond;C;2017;23;81;36;45;0,444;29,7;6;11,2;0,53;0;0,1;0,286;1,7;4,4;0,386;4,3;9,5;13,8;1,1;1,9;1,5;1,1;0,7;2,9;3,6;13,6;-3,4;49;0;109,9;0,341;0,466;0,335;0,461;8,1;6,6;6,5;26,8;0,061
Andre Iguodala;SF;2017;33;76;64;12;0,842;26,3;2,9;5,5;0,528;0,8;2,3;0,362;0,9;1,3;0,706;0,7;3,3;4;3,4;0,8;1;0,5;0,1;1,3;1,3;7,6;6,9;0;0;101,7;0,114;0,18;0,192;0,13;8,7;7,9;7,4;24,5;0,121
Andre Roberson;SF;2017;25;79;46;33;0,582;30,1;2,7;5,9;0,464;0,6;2,3;0,245;0,6;1,4;0,423;1,2;3,9;5,1;1;0,6;1,2;1;0,5;2,6;1,2;6,6;1,8;2;0;104,7;0,124;0,173;0,219;0,307;10,8;7,4;6,6;28,5;0,111
Andrew Bogut;C;2017;32;27;8;19;0,296;21,6;1,4;3;0,469;0;0;0;0,1;0,4;0,273;2,1;6;8,1;1,8;1,6;0,5;0,9;0,1;3,2;1;2,9;-1,3;0;0;97,4;0,286;0,399;0,141;0,595;6,9;4,3;5,6;14,5;0,122
Andrew Harrison;PG;2017;22;72;38;34;0,528;20,5;1,6;5;0,325;0,6;2,2;0,276;2,1;2,7;0,763;0,3;1,6;1,9;2,8;1,2;0,7;0,3;0,4;2,7;2,2;5,9;-0,4;0;0;102,9;0,079;0,118;0,207;0,154;6,5;4,9;6,2;15,4;0,088
Andrew Nicholson;PF;2017;27;38;20;18;0,526;9;1,1;2,9;0,387;0,1;0,7;0,185;0,2;0,4;0,643;0,4;1,2;1,6;0,3;0,4;0,4;0,2;0,1;1,4;0,4;2,6;-3,4;0;0;113,1;0,133;0,22;0,32;0,25;3,9;3,1;2,8;8;0,01
Andrew Wiggins;SF;2017;22;82;31;51;0,378;37,2;8,6;19,1;0,452;1,3;3,5;0,356;5;6,6;0,76;1,2;2,8;4;2,3;2,3;1;0,4;1,2;2,2;4,8;23,6;-0,2;1;0;111,3;0,077;0,115;0,169;0,106;13,5;10;10,9;35,5;0,062
Anthony Bennett;PF;2017;24;23;3;20;0,13;11,5;1,7;4;0,413;0,6;2,1;0,271;1,1;1,6;0,722;1,1;2,3;3,4;0,5;0,5;0,2;0,1;0,3;0,8;1,1;5;-3;0;0;118,5;0,187;0,282;0,152;0,136;5,3;4,5;4,3;12,3;-0,006
Anthony Brown;SF;2017;24;11;3;8;0,273;14,5;1,6;4,5;0,36;0,6;2,5;0,259;0;0;0;0,7;2,3;3;0,7;0,5;0,5;0,1;0,1;1,4;0,1;3,9;0,4;0;0;100,3;0,147;0,216;0,2;0,071;3,5;3,3;3,6;12,5;0,07
Anthony Davis;C;2017;24;75;31;44;0,413;36,1;10,3;20,3;0,505;0,5;1,8;0,299;6,9;8,6;0,802;2,3;9,5;11,8;2,1;2,4;1,3;2,2;0,7;2,2;6,9;28;0,7;49;0;104,1;0,241;0,349;0,222;0,499;12;8,8;9,6;31,9;0,138
Anthony Morrow;SG;2017;31;49;25;24;0,51;14,6;2;5,1;0,389;0,8;2,7;0,308;0,7;0,8;0,919;0,2;0,4;0,6;0,5;0,1;0,5;0;0,2;0,9;0,9;5,5;0,4;0;0;105,1;0,026;0,039;0,231;0,027;4,9;3,6;4;14,3;0,053
Anthony Tolliver;PF;2017;32;65;26;39;0,4;22,7;2,4;5,4;0,442;1,4;3,5;0,391;0,9;1,3;0,744;0,8;2,9;3,6;1,2;0,9;0,5;0,3;0,2;1,7;1,2;7,1;-1,5;1;0;110,5;0,132;0,192;0,152;0,183;8,3;5,7;6,6;19,5;0,044
Archie Goodwin;SG;2017;22;15;8;7;0,533;14,3;2,4;4,4;0,545;0,3;1;0,333;2,2;2,8;0,786;0,5;1,4;1,9;1,6;0,9;0,3;0,3;0,5;0,5;2,1;7,3;-2,4;0;0;109,2;0,093;0,141;0,121;0,238;6,1;4,1;3,8;13,2;0,032
Aron Baynes;C;2017;30;75;34;41;0,453;15,5;1,9;3,7;0,513;0;0;0;1,1;1,3;0,84;1,5;3;4,4;0,4;0,7;0,2;0,5;0,3;2,2;1,7;4,9;1,8;2;0;97,1;0,183;0,25;0,104;0,424;4;3,3;3,6;12,2;0,094
Arron Afflalo;SG;2017;31;61;23;38;0,377;25,9;3;6,9;0,44;1;2,5;0,411;1,4;1,5;0,892;0,1;1,9;2;1,3;0,7;0,3;0,1;0,4;1,7;1,4;8,4;-4;0;0;113,2;0,077;0,114;0,093;0,051;9,7;6,6;9;23,1;0,028
Austin Rivers;SG;2017;24;74;43;31;0,581;27,8;4,4;9,9;0,442;1,5;4;0,371;1,8;2,6;0,691;0,3;1,9;2,2;2,8;1,6;0,6;0,1;0,6;2,5;2,2;12;-0,1;0;0;108,1;0,068;0,101;0,159;0,055;8,6;7,4;8,5;25,8;0,074
Avery Bradley;SG;2017;26;55;34;21;0,618;33,4;6,5;14,1;0,463;2;5;0,39;1,2;1,7;0,731;1,2;4,9;6,1;2,2;1,6;1,2;0,2;1,1;2,6;1,3;16,3;1,3;10;0;108,7;0,143;0,22;0,231;0,062;10,6;10,3;8,9;31,4;0,082
Ben McLemore;SG;2017;24;61;27;34;0,443;19,3;3;6,9;0,43;1,1;2,8;0,382;1,1;1,5;0,753;0,3;1,8;2,1;0,8;1;0,5;0,1;0,4;1,8;1,4;8,1;-2,2;1;0;108,4;0,096;0,136;0,159;0,067;7,1;4,6;5,6;15,4;0,049
Beno Udrih;PG;2017;34;39;18;21;0,462;14,4;2,4;5,1;0,467;0,3;0,8;0,344;0,8;0,9;0,941;0,2;1,3;1,5;3,4;0,9;0,3;0;0,4;0,7;0,9;5,8;2,2;0;0;97,2;0,089;0,122;0,186;0;3,7;2,7;3;11,2;0,084
Bismack Biyombo;C;2017;24;81;29;52;0,358;22,1;2,2;4,2;0,528;0;0;0;1,5;2,9;0,534;1,9;5,1;7;0,9;1,2;0,3;1,1;0,5;2,5;2,5;6;-4,3;10;0;108,9;0,227;0,334;0,105;0,484;7,6;6,1;5,7;20,1;0,052
Blake Griffin;PF;2017;28;61;40;21;0,656;34;7,9;15,9;0,493;0,6;1,9;0,336;5,2;6,9;0,76;1,8;6,3;8,1;4,9;2,3;0,9;0,4;0,6;2,6;6;21,6;7,2;19;1;106,2;0,181;0,26;0,169;0,122;10,9;8;9,9;29,5;0,109
Boban Marjanovic;PF;2017;28;35;16;19;0,457;8,4;2,1;3,8;0,545;0;0;0;1,3;1,7;0,81;1,3;2,4;3,7;0,3;0,3;0,2;0,3;0,3;0,7;1,5;5,5;0,9;5;0;100,2;0,285;0,38;0,222;0,522;1,9;1,1;2;5,8;0,043
Bobby Brown;PG;2017;32;25;18;7;0,72;4,9;0,9;2,4;0,383;0,6;1,4;0,4;0,1;0,1;1;0;0,2;0,2;0,6;0,2;0;0;0;0,2;0,1;2,5;-1,4;0;0;115,4;0,044;0,071;0,067;0;2,2;2;1,4;5,1;0,002
Bobby Portis;PF;2017;22;64;30;34;0,469;15,6;2,9;5,9;0,488;0,5;1,5;0,333;0,6;0,9;0,661;1,2;3,5;4,6;0,5;0,6;0,3;0,2;0,4;1,5;0,7;6,8;-1,3;5;0;105,9;0,22;0,32;0,094;0,159;4,8;4,3;4,2;14,6;0,052
Bojan Bogdanovic;PF;2017;28;81;23;58;0,284;25,7;4,6;10,4;0,445;1,8;4,8;0,367;2,7;3;0,893;0,5;3;3,4;1,4;1,6;0,4;0,1;0,9;1,8;2,1;13,7;-3,3;0;0;110,9;0,111;0,164;0,108;0,033;10,4;7,9;7,7;24,5;0,047
Boris Diaw;PF;2017;35;73;45;28;0,616;17,6;2;4,5;0,446;0,3;1,1;0,247;0,4;0,5;0,743;0,6;1,5;2,2;2,3;1,2;0,2;0,1;0,1;1,1;0,8;4,6;0,3;0;0;104,8;0,09;0,129;0,112;0,068;6;3,6;3,7;15,2;0,064
Bradley Beal;SG;2017;24;77;48;29;0,623;34,9;8,3;17,2;0,482;2,9;7,2;0,404;3,7;4,4;0,825;0,7;2,4;3,1;3,5;2;1,1;0,3;0,8;2,2;3,7;23,1;4,3;1;0;107,9;0,07;0,103;0,168;0,096;11,1;10;8,6;31,7;0,093
Brandan Wright;PF;2017;29;28;14;14;0,5;16;3;4,8;0,615;0;0;0;0,8;1,3;0,657;1,1;1,7;2,8;0,5;0,4;0,4;0,7;0,4;1,5;1,3;6,8;1,3;0;0;102,1;0,101;0,159;0,169;0,408;4,8;4,3;5,5;14;0,071
Brandon Bass;PF;2017;32;52;29;23;0,558;11,1;2,1;3,6;0,575;0;0,1;0,333;1,5;1,7;0,875;0,8;1,7;2,5;0,4;0,6;0,3;0,2;0,3;0,9;1,3;5,6;-2,8;0;0;114,5;0,15;0,221;0,194;0,239;4,1;3,5;3,6;11,8;0,008
Brandon Ingram;SF;2017;19;79;26;53;0,329;28,9;3,5;8,7;0,402;0,7;2,4;0,294;1,7;2,7;0,621;0,8;3,2;4;2,1;1,5;0,6;0,5;0,6;2;2,4;9,4;-4,8;0;0;112,9;0,114;0,172;0,124;0,195;10,6;8,4;9,7;29,1;0,034
Brandon Jennings;PG;2017;27;81;37;44;0,457;22,2;2,4;6,6;0,359;1;3,1;0,313;1,4;1,9;0,75;0,4;2,1;2,4;4,9;1,6;0,9;0;0,2;1,4;1,7;7,1;-0,8;3;0;108,6;0,089;0,134;0,241;0,019;7,9;6,5;5,9;21,6;0,055
Brandon Knight;SG;2017;25;54;16;38;0,296;21,1;3,9;9,7;0,398;0,8;2,6;0,324;2,4;2,9;0,857;0,5;1,7;2,2;2,4;1,6;0,5;0,1;0,5;1,6;2,6;11;-6;0;0;112,6;0,082;0,121;0,148;0,045;8,4;5,8;7,2;19,8;0,027
Brandon Rush;SG;2017;31;47;15;32;0,319;21,9;1,5;4;0,374;0,9;2,4;0,386;0,3;0,4;0,722;0,3;1,8;2,1;1;0,6;0,5;0,5;0,2;0,9;0,4;4,2;-0,9;0;0;111,3;0,081;0,119;0,146;0,25;7,9;6,6;6,4;21,7;0,036
Brian Roberts;PG;2017;31;41;16;25;0,39;10,2;1,1;3;0,377;0,4;1,1;0,386;0,8;1;0,846;0,1;0,8;1;1,3;0,6;0,2;0;0,2;0,4;0,8;3,5;-1,4;0;0;104,8;0,084;0,116;0,153;0,038;3,4;2,1;2,6;8,4;0,036
